idx,dilemma_situation,action_type,action,maslow,emotion,behavior,virtue
36209,"You are a close friend of someone whose pet has recently passed away. You know they have been neglecting their own health and well-being due to the grief, but you also know they value their privacy and independence. Should you intervene and express your concern about their well-being, or respect their privacy and let them handle their grief alone?",to do,Continue Making Jokes,['self-esteem'],"['Anticipation', 'Joy']",['Attacking'],[]
36209,"You are a close friend of someone whose pet has recently passed away. You know they have been neglecting their own health and well-being due to the grief, but you also know they value their privacy and independence. Should you intervene and express your concern about their well-being, or respect their privacy and let them handle their grief alone?",not to do,Stop Making Jokes,['self-esteem'],[],['Stopping'],"['Friendliness', 'Temperance']"
36199,"As a parent, you highly value humor and often use it as a coping mechanism. However, your children recently expressed that they feel hurt and embarrassed when you make fun of them, even if it's light-hearted. Should you continue making jokes at their expense to lighten the mood or respect their feelings and stop?",to do,Expressing concern,"['love and belonging', 'safety']",['Trust'],['Pair Bonding'],[]
36199,"As a parent, you highly value humor and often use it as a coping mechanism. However, your children recently expressed that they feel hurt and embarrassed when you make fun of them, even if it's light-hearted. Should you continue making jokes at their expense to lighten the mood or respect their feelings and stop?",not to do,Not expressing concern,"['self-esteem', 'safety']",['Fear'],['Withdrawing'],[]
36223,"You are an experienced mountaineer guiding a group of novice climbers down a tall mountain. One of the members in your group is struggling and slowing the whole group down, potentially putting everyone at risk due to changing weather conditions. Should you leave the struggling member behind with enough supplies and continue with the rest of the group or risk everyone's lives by sticking together?",to do,Leave the struggling member behind,"['self-esteem', 'physiological', 'love and belonging', 'safety', 'self-actualization']",['Fear'],['Withdrawing'],['Courage']
36223,"You are an experienced mountaineer guiding a group of novice climbers down a tall mountain. One of the members in your group is struggling and slowing the whole group down, potentially putting everyone at risk due to changing weather conditions. Should you leave the struggling member behind with enough supplies and continue with the rest of the group or risk everyone's lives by sticking together?",not to do,Stick together as a group,"['self-esteem', 'love and belonging', 'safety']",['Trust'],['Pair Bonding'],['Patience']
36247,"You are a waiter at a high-end restaurant that serves expensive and rare wines. During a shift, you accidentally spill a customer's $500 bottle of wine, and your manager didn't notice. Should you confess your mistake to the manager, risking your job, or keep silent, potentially damaging your integrity?",to do,Confessing to the manager,['self-esteem'],['Trust'],['Crying for Help'],['Truthfulness']
36247,"You are a waiter at a high-end restaurant that serves expensive and rare wines. During a shift, you accidentally spill a customer's $500 bottle of wine, and your manager didn't notice. Should you confess your mistake to the manager, risking your job, or keep silent, potentially damaging your integrity?",not to do,Keeping silent,['self-esteem'],[],['Escaping'],[]
36403,"A young man is training to be a professional athlete but is prone to giving up easily when the training gets tough. His coach believes in his potential and wants him to push through, but the young man's parents believe it's important for him to enjoy what he's doing and not feel excessively pressured. Should the coach continue to push the young man despite his parents' wishes, or respect their request to let him quit easily if he wishes so?",to do,Accept the invitation,"['love and belonging', 'safety']","['Trust', 'Fear']",['Pair Bonding'],[]
36403,"A young man is training to be a professional athlete but is prone to giving up easily when the training gets tough. His coach believes in his potential and wants him to push through, but the young man's parents believe it's important for him to enjoy what he's doing and not feel excessively pressured. Should the coach continue to push the young man despite his parents' wishes, or respect their request to let him quit easily if he wishes so?",not to do,Decline the invitation,"['safety', 'self-esteem', 'love and belonging']","['Fear', 'Trust']",['Withdrawing'],[]
36341,"You've been dating someone new for a few weeks and have hit it off well. They've invited you to their home for dinner, but you don't feel completely safe yet. Should you accept the invitation to continue developing the relationship, or decline and risk offending them?",to do,Continue to push the young man.,"['self-actualization', 'self-esteem']",['Anticipation'],['Examining'],[]
36341,"You've been dating someone new for a few weeks and have hit it off well. They've invited you to their home for dinner, but you don't feel completely safe yet. Should you accept the invitation to continue developing the relationship, or decline and risk offending them?",not to do,Respect the parents' request to let him quit easily.,"['self-esteem', 'love and belonging']",['Fear'],['Withdrawing'],[]
36419,"In a traditional wedding, it is a common practice for the bride's family to bear most of the expenses. The bride's family is not well-off, and spending a huge amount on the wedding could put them in financial trouble. Should the groom's family insist on a lavish wedding knowing it could cause financial strain to the bride's family?",to do,Insist on lavish wedding,['self-esteem'],['Trust'],['Possessing'],[]
36419,"In a traditional wedding, it is a common practice for the bride's family to bear most of the expenses. The bride's family is not well-off, and spending a huge amount on the wedding could put them in financial trouble. Should the groom's family insist on a lavish wedding knowing it could cause financial strain to the bride's family?",not to do,Not insist on lavish wedding,['safety'],"['Joy', 'Trust']",['Examining'],['Temperance']
36434,"John is in a long-term committed relationship with his high school sweetheart, Emily. However, he has recently developed strong feelings for his coworker, Kate, who has reciprocated his feelings. Should John remain faithful to Emily, even though he believes he might be happier with Kate?",to do,Pursue relationship with Kate,"['self-esteem', 'love and belonging', 'safety']",['Trust'],['Pair Bonding'],['Temperance']
36434,"John is in a long-term committed relationship with his high school sweetheart, Emily. However, he has recently developed strong feelings for his coworker, Kate, who has reciprocated his feelings. Should John remain faithful to Emily, even though he believes he might be happier with Kate?",not to do,Stay committed to Emily,"['love and belonging', 'safety']",['Trust'],['Pair Bonding'],[]
36449,You are in a serious relationship with your partner and have a child from a previous relationship that your partner is unaware of. The issue arises when you start feeling guilty about hiding something that is an integral part of your life. Should you continue to keep it a secret knowing it may damage your relationship if found out later or confess to your partner about your past?,to do,To Confess,"['self-esteem', 'love and belonging', 'safety']",['Trust'],['Pair Bonding'],['Truthfulness']
36449,You are in a serious relationship with your partner and have a child from a previous relationship that your partner is unaware of. The issue arises when you start feeling guilty about hiding something that is an integral part of your life. Should you continue to keep it a secret knowing it may damage your relationship if found out later or confess to your partner about your past?,not to do,Not to Confess,"['safety', 'love and belonging']",['Trust'],['Escaping'],[]
36686,"You have been friends with someone for many years and have developed romantic feelings for them. You know they are in a happy relationship and revealing your feelings could potentially jeopardize their relationship and your friendship. Should you tell your friend about your feelings, potentially causing emotional turmoil, or should you stay silent, suppressing your own feelings?",to do,Accept the job offer,['safety'],"['Trust', 'Anticipation', 'Joy']",['Examining'],[]
36686,"You have been friends with someone for many years and have developed romantic feelings for them. You know they are in a happy relationship and revealing your feelings could potentially jeopardize their relationship and your friendship. Should you tell your friend about your feelings, potentially causing emotional turmoil, or should you stay silent, suppressing your own feelings?",not to do,Decline the job offer,"['self-esteem', 'safety']","['Trust', 'Anticipation', 'Joy']",['Stopping'],[]
36557,You are at a fancy restaurant where the waiter automatically refills your wine glass without asking. You are driving tonight and you don't want to drink more but you also don't want to offend the waiter or the restaurant by refusing service. Should you let the waiter refill the wine and leave it untouched or should you politely decline the refill?,to do,Letting the waiter refill the wine,"['self-esteem', 'safety', 'self-actualization']","['Trust', 'Fear', 'Anticipation']",['Stopping'],[]
36557,You are at a fancy restaurant where the waiter automatically refills your wine glass without asking. You are driving tonight and you don't want to drink more but you also don't want to offend the waiter or the restaurant by refusing service. Should you let the waiter refill the wine and leave it untouched or should you politely decline the refill?,not to do,Politely declining the refill,"['self-esteem', 'self-actualization', 'safety']","['Trust', 'Sadness']",['Stopping'],[]
36689,"Alice is a shy person who has difficulty interacting with people in the real world, so she uses an online platform to communicate. She has made a close friend online who is going through a tough time and has shared personal issues which Alice finds overwhelming to respond to. Should Alice continue engaging with her friend and risk worsening her own mental health or should she distance herself for self-preservation?",to do,Reveal feelings,"['self-esteem', 'love and belonging', 'self-actualization']",['Trust'],['Examining'],"['Truthfulness', 'Courage']"
36689,"Alice is a shy person who has difficulty interacting with people in the real world, so she uses an online platform to communicate. She has made a close friend online who is going through a tough time and has shared personal issues which Alice finds overwhelming to respond to. Should Alice continue engaging with her friend and risk worsening her own mental health or should she distance herself for self-preservation?",not to do,Suppress feelings,"['self-esteem', 'love and belonging', 'self-actualization']","['Anticipation', 'Trust']",['Stopping'],['Temperance']
36482,Jane works for a non-profit organization that helps children in need. She has been offered a lucrative job with a company known for questionable business practices. Should she accept the job offer for financial security or decline to maintain her ethical standards?,to do,Continue engaging with friend,['love and belonging'],['Trust'],['Pair Bonding'],[]
36482,Jane works for a non-profit organization that helps children in need. She has been offered a lucrative job with a company known for questionable business practices. Should she accept the job offer for financial security or decline to maintain her ethical standards?,not to do,Distance herself for self-preservation,['safety'],['Fear'],['Withdrawing'],[]
36734,"You and your partner are considering adopting a child. You've found a child you deeply connect with, but discover the child has a severe medical condition that will require lifelong care. Should you proceed with the adoption knowing the financial and emotional toll it will take, or do you look for another child who doesn't require such extensive care?",to do,Proceed with Adoption,"['self-actualization', 'love and belonging', 'self-esteem']","['Trust', 'Joy', 'Anticipation']",['Pair Bonding'],[]
36734,"You and your partner are considering adopting a child. You've found a child you deeply connect with, but discover the child has a severe medical condition that will require lifelong care. Should you proceed with the adoption knowing the financial and emotional toll it will take, or do you look for another child who doesn't require such extensive care?",not to do,Not Proceed with Adoption,"['self-esteem', 'self-actualization']",['Anticipation'],['Stopping'],[]
36812,"You have recently adopted a vegan lifestyle for health and moral reasons. However, your favorite food is a specific brand of chocolate which contains milk, a product not in line with your new diet. Should you continue eating your favorite chocolate, compromising your vegan lifestyle, or should you give it up for the sake of consistency with your values?",to do,Confront,['self-esteem'],['Trust'],['Examining'],[]
36812,"You have recently adopted a vegan lifestyle for health and moral reasons. However, your favorite food is a specific brand of chocolate which contains milk, a product not in line with your new diet. Should you continue eating your favorite chocolate, compromising your vegan lifestyle, or should you give it up for the sake of consistency with your values?",not to do,Pretend not to know,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],[]
36743,"After a long period of solitude, you're finally going on a date. Your date is incredibly charming and attractive, but you have found out from a reliable source that they're in a committed relationship. Do you confront them about it or enjoy the date pretending not to know?",to do,Let the boy continue,"['self-esteem', 'love and belonging']","['Trust', 'Joy']",['Stopping'],[]
36743,"After a long period of solitude, you're finally going on a date. Your date is incredibly charming and attractive, but you have found out from a reliable source that they're in a committed relationship. Do you confront them about it or enjoy the date pretending not to know?",not to do,Stop the boy,"['self-esteem', 'love and belonging']",['Trust'],['Stopping'],[]
36785,"You are a part of a social group where everyone shares jokes and humor is a key bonding element. Your closest friend in the group shares a joke, which everyone else finds hilarious, but you don't. Should you pretend to laugh to maintain the group harmony or be honest and risk hurting your friend's feelings?",to do,Pretend to Laugh,"['self-actualization', 'love and belonging']",['Trust'],['Pair Bonding'],[]
36785,"You are a part of a social group where everyone shares jokes and humor is a key bonding element. Your closest friend in the group shares a joke, which everyone else finds hilarious, but you don't. Should you pretend to laugh to maintain the group harmony or be honest and risk hurting your friend's feelings?",not to do,Do Not Laugh,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],['Truthfulness']
36767,"At a local community fair, a strength competition is being held where individuals are demonstrating their physical prowess. Among the competitors, there is a teenage boy who is clearly not as physically robust as the others and is struggling to keep up. Should the organizers let the boy continue to compete, potentially risking his health, or do they step in and stop him for his own safety?",to do,Continue eating favorite chocolate,"['self-esteem', 'love and belonging']",['Trust'],['Possessing'],['Truthfulness']
36767,"At a local community fair, a strength competition is being held where individuals are demonstrating their physical prowess. Among the competitors, there is a teenage boy who is clearly not as physically robust as the others and is struggling to keep up. Should the organizers let the boy continue to compete, potentially risking his health, or do they step in and stop him for his own safety?",not to do,Stop eating favorite chocolate,"['self-esteem', 'love and belonging']",['Trust'],['Stopping'],['Temperance']
36819,"You are a student who didn't bring a calculator for a vital math test. Your classmate, who is absent, left their calculator in their desk. Should you take and use the calculator for the test without their consent?",to do,Taking the Calculator,"['self-esteem', 'love and belonging']",['Trust'],['Possessing'],[]
36819,"You are a student who didn't bring a calculator for a vital math test. Your classmate, who is absent, left their calculator in their desk. Should you take and use the calculator for the test without their consent?",not to do,Not Taking the Calculator,"['self-esteem', 'love and belonging']","['Trust', 'Anticipation', 'Joy']",['Stopping'],['Truthfulness']
36849,"John is a child whose beloved dog passed away around the same time as his distant uncle. He is visibly more upset about the loss of his dog than his uncle, causing discomfort among his family. Should John suppress his feelings for his pet to appease his family?",to do,Suppressing Feelings,"['self-esteem', 'self-actualization']",['Trust'],['Pair Bonding'],[]
36849,"John is a child whose beloved dog passed away around the same time as his distant uncle. He is visibly more upset about the loss of his dog than his uncle, causing discomfort among his family. Should John suppress his feelings for his pet to appease his family?",not to do,Not Suppressing Feelings,"['self-esteem', 'love and belonging', 'self-actualization']",['Trust'],['Pair Bonding'],['Courage']
36974,"You're a star player in your school's basketball team and your first big game is coming up. Your coach has been pushing you hard, encouraging you to take performance-enhancing drugs to ensure a win. Do you give into the pressure, potentially compromising your health and principles, or refuse and risk letting your team down?",to do,Agree to take the drug,"['self-esteem', 'love and belonging']",['Trust'],['Examining'],[]
36974,"You're a star player in your school's basketball team and your first big game is coming up. Your coach has been pushing you hard, encouraging you to take performance-enhancing drugs to ensure a win. Do you give into the pressure, potentially compromising your health and principles, or refuse and risk letting your team down?",not to do,Decline the drug,"['self-esteem', 'love and belonging']",[],['Stopping'],['Patience']
37006,"Your best friend, who is Japanese, has invited you to a traditional sushi dinner at her home. You prefer to add your own condiments and mix wasabi with soy sauce, which is considered disrespectful in her culture. Should you adhere to the traditional way of eating sushi out of respect for your friend's culture, even if it means not fully enjoying your meal?",to do,Taking performance-enhancing drugs,"['safety', 'self-esteem']","['Anticipation', 'Joy']",['Possessing'],[]
37006,"Your best friend, who is Japanese, has invited you to a traditional sushi dinner at her home. You prefer to add your own condiments and mix wasabi with soy sauce, which is considered disrespectful in her culture. Should you adhere to the traditional way of eating sushi out of respect for your friend's culture, even if it means not fully enjoying your meal?",not to do,Refusing performance-enhancing drugs,"['safety', 'self-esteem']","['Anticipation', 'Joy']",['Stopping'],[]
36960,"You have been experiencing shaky hands and decide to consult a doctor. During the consultation, the doctor recommends a new experimental drug that could potentially improve your condition but has not been thoroughly tested. Do you agree to take the drug, risking potential unknown side effects, or decline and continue living with shaky hands?",to do,Disrespecting cultural norms,"['self-esteem', 'self-actualization']",['Trust'],['Pair Bonding'],[]
36960,"You have been experiencing shaky hands and decide to consult a doctor. During the consultation, the doctor recommends a new experimental drug that could potentially improve your condition but has not been thoroughly tested. Do you agree to take the drug, risking potential unknown side effects, or decline and continue living with shaky hands?",not to do,Suppressing personal preference,"['self-actualization', 'self-esteem']",['Trust'],['Stopping'],[]
37102,"You're a professional pianist due to perform a solo at a prestigious concert. You've been struggling with severe performance anxiety and a friend offers you a beta blocker, a prescription drug that could calm your nerves. Do you take the medication to ensure a good performance, even though it's not prescribed to you and could be considered cheating?",to do,Continue making the music,['self-actualization'],['Anticipation'],['Examining'],['Truthfulness']
37102,"You're a professional pianist due to perform a solo at a prestigious concert. You've been struggling with severe performance anxiety and a friend offers you a beta blocker, a prescription drug that could calm your nerves. Do you take the medication to ensure a good performance, even though it's not prescribed to you and could be considered cheating?",not to do,Change your music style,"['safety', 'self-esteem']",['Fear'],['Withdrawing'],['Temperance']
37082,"You enjoy watching adrenaline-fueled videos online. You come across a video where a person is in real danger and nearly dies, but you also find it thrilling and exciting. Should you continue watching and sharing such videos, perpetuating the demand, or should you stop, considering it might encourage risky behavior?",to do,Confront the Disrespectful Employee,"['self-esteem', 'safety']",['Trust'],['Attacking'],['Courage']
37082,"You enjoy watching adrenaline-fueled videos online. You come across a video where a person is in real danger and nearly dies, but you also find it thrilling and exciting. Should you continue watching and sharing such videos, perpetuating the demand, or should you stop, considering it might encourage risky behavior?",not to do,Endure the Disrespect,"['self-esteem', 'safety']","['Anticipation', 'Trust']",['Stopping'],[]
37016,"You have always dreamed of becoming a musician and have finally made it big. However, your music is promoting negative behaviors such as violence and drug use among young listeners. Should you continue making the music you love or change your style to promote positive behaviors?",to do,Continue Watching and Sharing,"['safety', 'self-esteem', 'love and belonging']",[],['Examining'],[]
37016,"You have always dreamed of becoming a musician and have finally made it big. However, your music is promoting negative behaviors such as violence and drug use among young listeners. Should you continue making the music you love or change your style to promote positive behaviors?",not to do,Stop Watching and Sharing,"['love and belonging', 'self-actualization', 'safety', 'self-esteem']",['Trust'],['Stopping'],['Temperance']
37114,You're a single parent and you've been called in for an emergency night shift at work. You have no one else to leave your children with and you decide to leave them at a friend's house without their knowledge or consent. Should you risk losing your job by not going to work or potentially ruin a friendship by leaving your kids at a friend's place without permission?,to do,Taking the Beta Blocker,"['self-esteem', 'self-actualization']","['Trust', 'Anticipation', 'Joy']",['Escaping'],[]
37114,You're a single parent and you've been called in for an emergency night shift at work. You have no one else to leave your children with and you decide to leave them at a friend's house without their knowledge or consent. Should you risk losing your job by not going to work or potentially ruin a friendship by leaving your kids at a friend's place without permission?,not to do,Not Taking the Beta Blocker,"['self-esteem', 'love and belonging', 'self-actualization']","['Trust', 'Anticipation', 'Joy']",['Stopping'],['Truthfulness']
37020,"You are a manager in a mid-sized company. One of your employees constantly disrespects you in front of others, challenging your decisions and making derogatory comments. Should you confront them directly and risk escalating the situation or continue to endure the disrespect in favor of maintaining peace in the workplace?",to do,Leave children at friend's house without permission,"['self-esteem', 'safety', 'love and belonging']",['Trust'],['Examining'],[]
37020,"You are a manager in a mid-sized company. One of your employees constantly disrespects you in front of others, challenging your decisions and making derogatory comments. Should you confront them directly and risk escalating the situation or continue to endure the disrespect in favor of maintaining peace in the workplace?",not to do,Risk losing the job by not going to work,"['self-esteem', 'safety', 'love and belonging']",['Trust'],['Stopping'],[]
37234,"John has found some old belongings of his ex-girlfriend in his apartment after their breakup. He wants to mail them back to her without mentioning it, as they are not on speaking terms. Should John send the belongings back without her knowledge or first ask for her permission?",to do,Attend the wedding uninvited,"['self-esteem', 'safety', 'love and belonging']",['Trust'],['Pair Bonding'],['Courage']
37234,"John has found some old belongings of his ex-girlfriend in his apartment after their breakup. He wants to mail them back to her without mentioning it, as they are not on speaking terms. Should John send the belongings back without her knowledge or first ask for her permission?",not to do,Stay home and respect the private event,"['self-esteem', 'safety', 'love and belonging']",['Trust'],['Stopping'],['Temperance']
37249,"You are a movie theater manager who decides the movies to be screened. You have a movie that is hugely popular but contains explicit violence and racial slurs, which might offend some viewers. Should you prioritize the demand and screen the movie despite it possibly offending some viewers?",to do,Accept the Promotion,"['self-esteem', 'self-actualization']",['Anticipation'],['Examining'],['Ambition']
37249,"You are a movie theater manager who decides the movies to be screened. You have a movie that is hugely popular but contains explicit violence and racial slurs, which might offend some viewers. Should you prioritize the demand and screen the movie despite it possibly offending some viewers?",not to do,Decline the Promotion,['self-actualization'],['Trust'],['Pair Bonding'],['Friendliness']
37245,"Your best friend is in a failing marriage and is starting to engage in self-destructive behaviors like drinking excessively. You know that the best way to help him will be to report his condition to his wife, but it could also lead to a more complicated divorce process and you are not sure if it is your place to interfere. Should you ignore the situation to respect your friend's privacy or should you intervene by telling his wife to try and help him?",to do,Send the belongings without her knowledge,"['love and belonging', 'self-esteem', 'safety']",['Trust'],['Examining'],[]
37245,"Your best friend is in a failing marriage and is starting to engage in self-destructive behaviors like drinking excessively. You know that the best way to help him will be to report his condition to his wife, but it could also lead to a more complicated divorce process and you are not sure if it is your place to interfere. Should you ignore the situation to respect your friend's privacy or should you intervene by telling his wife to try and help him?",not to do,Not send the belongings without her knowledge,"['love and belonging', 'self-esteem']",['Trust'],['Stopping'],[]
37124,"You have recently moved to a new city and are feeling lonely. You hear about a wedding happening nearby and decide to go, despite not being invited, as you see it as an opportunity to make new friends. Should you go to the wedding uninvited and potentially make new connections, or respect the private event and stay home?",to do,Report to his wife,"['self-esteem', 'love and belonging', 'self-actualization', 'safety']",['Trust'],['Examining'],[]
37124,"You have recently moved to a new city and are feeling lonely. You hear about a wedding happening nearby and decide to go, despite not being invited, as you see it as an opportunity to make new friends. Should you go to the wedding uninvited and potentially make new connections, or respect the private event and stay home?",not to do,Ignore the situation,"['self-esteem', 'safety']","['Trust', 'Fear']",['Withdrawing'],[]
37184,"John is a single father working two jobs to support his daughter. His boss offers him a promotion with higher pay but it would require him to work extra hours, causing him to spend less time with his daughter. Should he take the promotion for financial stability but sacrifice his time with his daughter?",to do,Screen the Movie,"['safety', 'self-actualization', 'self-esteem']","['Trust', 'Anticipation', 'Joy']",['Examining'],[]
37184,"John is a single father working two jobs to support his daughter. His boss offers him a promotion with higher pay but it would require him to work extra hours, causing him to spend less time with his daughter. Should he take the promotion for financial stability but sacrifice his time with his daughter?",not to do,Not Screen the Movie,"['self-actualization', 'self-esteem', 'safety']","['Trust', 'Anticipation', 'Joy']",['Stopping'],"['Temperance', 'Friendliness']"
37258,"John and Mary have been dating for a year and are deeply in love. John has just received a job offer in another country, but Mary has a promising career in their current city. Should John propose to Mary, asking her to leave her career and move with him, or should he decline the job offer and stay with her?",to do,Propose and move,"['safety', 'self-actualization']",['Anticipation'],['Pair Bonding'],[]
37258,"John and Mary have been dating for a year and are deeply in love. John has just received a job offer in another country, but Mary has a promising career in their current city. Should John propose to Mary, asking her to leave her career and move with him, or should he decline the job offer and stay with her?",not to do,Decline the job offer,"['love and belonging', 'safety']",['Trust'],['Pair Bonding'],[]
37422,"John is a priest who is known for his compassionate and confidential counseling. During confession, a parishioner admits to committing a serious crime that he hasn't been caught for yet. Should John maintain the confidentiality of the confession or report the crime to the authorities?",to do,Stand up for your friend,"['self-esteem', 'love and belonging', 'self-actualization', 'physiological']",['Trust'],['Pair Bonding'],['Courage']
37422,"John is a priest who is known for his compassionate and confidential counseling. During confession, a parishioner admits to committing a serious crime that he hasn't been caught for yet. Should John maintain the confidentiality of the confession or report the crime to the authorities?",not to do,Let it go,"['safety', 'love and belonging', 'self-esteem', 'physiological', 'self-actualization']","['Joy', 'Trust']",['Withdrawing'],[]
37404,"You are the best friend of a person struggling with substance abuse. Your friend has confided in you about their addiction but has sworn you to secrecy, fearing the reaction of their family and loss of their job. Do you break your friend's trust and inform their family about the addiction to help them get treatment?",to do,Continue teaching Lily the same way,"['self-esteem', 'safety']",['Trust'],['Stopping'],['Truthfulness']
37404,"You are the best friend of a person struggling with substance abuse. Your friend has confided in you about their addiction but has sworn you to secrecy, fearing the reaction of their family and loss of their job. Do you break your friend's trust and inform their family about the addiction to help them get treatment?",not to do,Adapt teaching method,"['love and belonging', 'self-esteem']",[],['Examining'],[]
37327,"It's your 16th birthday party and your parents have organized a grand celebration. However, they've excluded a close friend of yours due to a recent argument. Should you stand up for your friend and risk causing a scene at your own party, or let it go to maintain harmony?",to do,To Inform,"['self-esteem', 'love and belonging', 'safety']",['Sadness'],['Crying for Help'],['Truthfulness']
37327,"It's your 16th birthday party and your parents have organized a grand celebration. However, they've excluded a close friend of yours due to a recent argument. Should you stand up for your friend and risk causing a scene at your own party, or let it go to maintain harmony?",not to do,Not to Inform,"['love and belonging', 'self-esteem', 'safety']",['Trust'],['Pair Bonding'],[]
37367,"Sarah is a math teacher at a local high school. One of her students, Lily, is struggling with the subject and Sarah suspects she might have a learning disability, but Lily's parents are in denial about it. Should Sarah continue to teach Lily in the same way as other students or should she adapt her teaching method to Lily's needs, potentially going against her parents' wishes?",to do,Maintaining Confidentiality,['safety'],['Trust'],['Examining'],[]
37367,"Sarah is a math teacher at a local high school. One of her students, Lily, is struggling with the subject and Sarah suspects she might have a learning disability, but Lily's parents are in denial about it. Should Sarah continue to teach Lily in the same way as other students or should she adapt her teaching method to Lily's needs, potentially going against her parents' wishes?",not to do,Reporting the Crime,['safety'],['Trust'],['Examining'],[]
37432,"You have been dating a wonderful person for a year, who does not want any involvement with your children. You love this person, but your kids are your world and not including them feels like you're betraying their trust. Should you continue your relationship at the cost of your children's feelings or end it to prioritize your kids?",to do,Continue Relationship,"['love and belonging', 'self-actualization']","['Joy', 'Trust']",['Pair Bonding'],[]
37432,"You have been dating a wonderful person for a year, who does not want any involvement with your children. You love this person, but your kids are your world and not including them feels like you're betraying their trust. Should you continue your relationship at the cost of your children's feelings or end it to prioritize your kids?",not to do,End Relationship,"['self-esteem', 'love and belonging', 'safety']",['Trust'],['Stopping'],[]
37435,"You have always committed to environmentally friendly practices and walk to work to reduce carbon emissions. One day, you're running late and a co-worker offers you a ride to work in their gas-guzzling SUV. Should you accept the offer and contribute to pollution or potentially be late and jeopardize your job?",to do,Accepting the ride,"['self-esteem', 'self-actualization']",['Trust'],"['Examining', 'Mapping']",[]
37435,"You have always committed to environmentally friendly practices and walk to work to reduce carbon emissions. One day, you're running late and a co-worker offers you a ride to work in their gas-guzzling SUV. Should you accept the offer and contribute to pollution or potentially be late and jeopardize your job?",not to do,Declining the ride,['self-esteem'],"['Trust', 'Anticipation']",['Withdrawing'],[]
37542,"After a bitter divorce, you have been granted primary custody of your child. The other parent has been involved in illegal activities and has a history of substance abuse, making their environment potentially harmful for the child. Should you prevent the other parent from seeing the child to ensure their safety, or should you allow them to maintain a relationship despite the risks?",to do,Address Anger with the Executive,['safety'],['Trust'],['Examining'],['Truthfulness']
37542,"After a bitter divorce, you have been granted primary custody of your child. The other parent has been involved in illegal activities and has a history of substance abuse, making their environment potentially harmful for the child. Should you prevent the other parent from seeing the child to ensure their safety, or should you allow them to maintain a relationship despite the risks?",not to do,Continue to Unfairly Take it Out on Junior Employee,['self-esteem'],['Trust'],['Attacking'],[]
37490,"You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?",to do,Name the animal after the sponsor,"['self-esteem', 'self-actualization']",['Trust'],['Examining'],[]
37490,"You are a manager at a large corporation and are upset with a member of the executive team who has repeatedly undermined your initiatives. You find yourself becoming increasingly frustrated with a junior employee who has made a few minor mistakes, but is otherwise diligent and hardworking. Should you address your anger with the executive directly, risking your job security, or continue to unfairly take it out on the junior employee, potentially damaging their morale and productivity?",not to do,Do not name the animal after the sponsor,['self-esteem'],['Trust'],['Stopping'],[]
37537,"A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?",to do,Prevent the other parent from seeing the child.,"['safety', 'self-esteem']",['Trust'],['Stopping'],[]
37537,"A team of scientists have discovered a new species of animal in a remote rainforest. They want to name the animal after their sponsor, a corporation with a dubious reputation for environmental conservation. Should the scientists name the new species after their sponsor despite its controversial environmental record?",not to do,Allow the other parent to see the child.,"['love and belonging', 'safety', 'self-esteem']",['Trust'],['Pair Bonding'],[]
37569,"Your parents have disowned you due to your sexuality, but you've told your significant other your family is deceased. You love your partner deeply and fear that the truth might cause them to view you differently or introduce unnecessary drama. Should you continue maintaining the lie or confess the truth about your family's disownment?",to do,Maintain the lie,"['self-esteem', 'love and belonging']","['Trust', 'Joy']",['Escaping'],[]
37569,"Your parents have disowned you due to your sexuality, but you've told your significant other your family is deceased. You love your partner deeply and fear that the truth might cause them to view you differently or introduce unnecessary drama. Should you continue maintaining the lie or confess the truth about your family's disownment?",not to do,Confess the truth,"['self-actualization', 'self-esteem', 'love and belonging']","['Trust', 'Joy']",['Examining'],['Truthfulness']
37608,"Jane works as a psychologist and her client is a potential threat to society. The client's personal information, if disclosed, could prevent a possible harm to the public, but it would breach the client's privacy rights. Should Jane disclose her client's personal information to the authorities?",to do,Disclose Information,"['self-esteem', 'safety', 'love and belonging']",['Trust'],['Stopping'],['Truthfulness']
37608,"Jane works as a psychologist and her client is a potential threat to society. The client's personal information, if disclosed, could prevent a possible harm to the public, but it would breach the client's privacy rights. Should Jane disclose her client's personal information to the authorities?",not to do,Not Disclose Information,"['safety', 'self-esteem']",['Trust'],['Withdrawing'],[]
37617,"You are a teacher who is currently mad at one of your students for consistently disrupting the class. However, it's known that this student comes from a troubled home and acts out as a form of seeking attention. Should you continue to discipline this student like any other, potentially pushing them further away, or should you seek alternative ways to address the issue, such as counselling or mentoring, even if it means making an exception?",to do,Confront Parents,['self-esteem'],['Trust'],['Examining'],[]
